binary	scenario	network	publication_status	metric	selected_threads	best_threads	boundary_threads	discovery_p50	confirm_p50	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	p90	p99	p99_status	selection_probability_within_tolerance	selected_vs_best_ratio	edge_status	reason
lsperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0767_gt_0.0300;p80_p20_1.3844_gt_1.1500;block_median_ratio_1.3069_gt_1.1000;drift_0.0486_gt_0.0300;severe_block_median_ratio_1.3069_gt_1.2500
lsperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1324_gt_0.0300;p80_p20_1.4427_gt_1.1500;block_median_ratio_1.5094_gt_1.1000;drift_-0.0888_gt_0.0300;severe_block_median_ratio_1.5094_gt_1.2500;severe_drift_-0.0888_gt_0.0800
lsperf	close_reset_cleanup	iouring	not_ready	streams_per_second	2	2	3	59125.063002		59125.063002	58671.507743	59702.053129	0.017430	61892.101658	70535.142932	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:outliers_5;severe_outlier_blocks_4_gte_2;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:outliers_5;severe_outlier_blocks_4_gte_2;missing_confirm_stats;outliers_5;severe_outlier_blocks_4_gte_2
lsperf	close_reset_cleanup	syscall	not_ready	streams_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
lsperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
lsperf	connect	syscall	not_ready	connections_per_second	2	2	3	2416.783179		2416.783179	2386.071080	2455.312335	0.028650	2496.138289	2713.061517	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0925_gt_0.0500;block_median_ratio_1.1813_gt_1.1000;drift_-0.0945_gt_0.0300;severe_drift_-0.0945_gt_0.0800;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0925_gt_0.0500;block_median_ratio_1.1813_gt_1.1000;drift_-0.0945_gt_0.0300;severe_drift_-0.0945_gt_0.0800;missing_confirm_stats;p50_ci_width_0.0925_gt_0.0500;block_median_ratio_1.1813_gt_1.1000;drift_-0.0945_gt_0.0300;severe_drift_-0.0945_gt_0.0800
lsperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
lsperf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
lsperf	download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_6;severe_outlier_blocks_4_gte_2
lsperf	download	syscall	not_ready	throughput_gbps	3	3	4	7.465902		7.465902	7.363031	7.582757	0.029431	8.132258	8.592541	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:p50_ci_width_0.0600_gt_0.0300;block_median_ratio_1.1368_gt_1.1000;persistent_block_median_ratio_recent_1.1217_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:p50_ci_width_0.0600_gt_0.0300;block_median_ratio_1.1368_gt_1.1000;persistent_block_median_ratio_recent_1.1217_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0600_gt_0.0300;block_median_ratio_1.1368_gt_1.1000;persistent_block_median_ratio_recent_1.1217_gt_1.1000
lsperf	flow_control	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.2039_gt_1.1500;block_median_ratio_1.1957_gt_1.1000;outliers_1;persistent_block_median_ratio_recent_1.1948_gt_1.1000;persistent_p80_p20_recent_1.2285_gt_1.1500;persistent_outliers_1
lsperf	flow_control	syscall	not_ready	throughput_gbps	1	1	2	5.648001		5.648001	5.572755	5.761387	0.033398	5.993432	6.645616	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0770_gt_0.0500;p80_p20_1.2263_gt_1.1500;block_median_ratio_1.2156_gt_1.1000;drift_0.0673_gt_0.0300;outliers_2;severe_outlier_blocks_2_gte_2;t1:missing_confirm_stats;t2:p50_ci_width_0.0770_gt_0.0500;p80_p20_1.2263_gt_1.1500;block_median_ratio_1.2156_gt_1.1000;drift_0.0673_gt_0.0300;outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;p50_ci_width_0.0770_gt_0.0500;p80_p20_1.2263_gt_1.1500;block_median_ratio_1.2156_gt_1.1000;drift_0.0673_gt_0.0300;outliers_2;severe_outlier_blocks_2_gte_2
lsperf	loss_recovery	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.2459_gt_0.0800;p80_p20_1.4296_gt_1.1500;block_median_ratio_1.3833_gt_1.1000;severe_block_median_ratio_1.3833_gt_1.2500
lsperf	loss_recovery	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.2774_gt_0.0800;p80_p20_2.1271_gt_1.1500;block_median_ratio_2.2204_gt_1.1000;drift_-0.1477_gt_0.0300;severe_block_median_ratio_2.2204_gt_1.2500;severe_p80_p20_2.1271_gt_1.5000;severe_drift_-0.1477_gt_0.0800
lsperf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1364_gt_0.0300;p80_p20_1.3282_gt_1.1500;block_median_ratio_1.2657_gt_1.1000;severe_block_median_ratio_1.2657_gt_1.2500
lsperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0835_gt_0.0300;p80_p20_1.3088_gt_1.1500;block_median_ratio_1.2585_gt_1.1000;drift_-0.0385_gt_0.0300;severe_block_median_ratio_1.2585_gt_1.2500
lsperf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0811_gt_0.0300;p80_p20_1.2676_gt_1.1500;block_median_ratio_1.1613_gt_1.1000;drift_-0.0575_gt_0.0300;persistent_block_median_ratio_recent_1.1575_gt_1.1000;persistent_p80_p20_recent_1.2377_gt_1.1500;persistent_drift_-0.0575_gt_0.0300
lsperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1543_gt_0.0300;p80_p20_1.3659_gt_1.1500;block_median_ratio_1.4480_gt_1.1000;severe_block_median_ratio_1.4480_gt_1.2500
lsperf	reqresp	iouring	not_ready	requests_per_second	2	2	3	54187.868204		54187.868204	54139.241052	54911.081464	0.014244	55112.595418	55474.166693	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1586_gt_1.1000;drift_-0.0661_gt_0.0300;persistent_drift_-0.0661_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1586_gt_1.1000;drift_-0.0661_gt_0.0300;persistent_drift_-0.0661_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1586_gt_1.1000;drift_-0.0661_gt_0.0300;persistent_drift_-0.0661_gt_0.0300
lsperf	reqresp	syscall	not_ready	requests_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_4;severe_outlier_blocks_3_gte_2
lsperf	small_payload_pps	iouring	not_ready	messages_per_second	2	2	3	59112.339157		59112.339157	58618.304801	60041.558564	0.024077	61452.138343	67427.355551	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1642_gt_1.1000;outliers_2;severe_outlier_blocks_2_gte_2;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1642_gt_1.1000;outliers_2;severe_outlier_blocks_2_gte_2;missing_confirm_stats;block_median_ratio_1.1642_gt_1.1000;outliers_2;severe_outlier_blocks_2_gte_2
lsperf	small_payload_pps	syscall	not_ready	messages_per_second	2	2	3	224511.538851		224511.538851	221180.859003	225304.686635	0.018368	228401.924789	230791.998315	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.1192_gt_0.0500;block_median_ratio_1.1460_gt_1.1000;drift_-0.0973_gt_0.0300;severe_drift_-0.0973_gt_0.0800;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.1192_gt_0.0500;block_median_ratio_1.1460_gt_1.1000;drift_-0.0973_gt_0.0300;severe_drift_-0.0973_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1192_gt_0.0500;block_median_ratio_1.1460_gt_1.1000;drift_-0.0973_gt_0.0300;severe_drift_-0.0973_gt_0.0800
lsperf	stream_churn	iouring	not_ready	streams_per_second	3	3	4	59923.401869		59923.401869	59284.492938	60416.198021	0.018886	62588.080774	69550.891641	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1761_gt_1.1000;outliers_5;severe_outlier_blocks_3_gte_2;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:block_median_ratio_1.1761_gt_1.1000;outliers_5;severe_outlier_blocks_3_gte_2;missing_confirm_stats;block_median_ratio_1.1761_gt_1.1000;outliers_5;severe_outlier_blocks_3_gte_2
lsperf	stream_churn	syscall	not_ready	streams_per_second	2	2	3	223367.851029		223367.851029	221181.211391	226658.723914	0.024522	228330.581305	229834.873483	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1536_gt_1.1000;persistent_block_median_ratio_recent_1.1536_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1536_gt_1.1000;persistent_block_median_ratio_recent_1.1536_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1536_gt_1.1000;persistent_block_median_ratio_recent_1.1536_gt_1.1000
lsperf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0614_gt_0.0300;p80_p20_1.2246_gt_1.1500;block_median_ratio_1.1780_gt_1.1000;drift_0.0321_gt_0.0300;persistent_p80_p20_recent_1.2126_gt_1.1500;persistent_drift_0.0321_gt_0.0300
lsperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0660_gt_0.0300;block_median_ratio_1.2128_gt_1.1000;persistent_block_median_ratio_recent_1.1322_gt_1.1000
mvfstperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0844_gt_0.0300;p80_p20_1.2338_gt_1.1500;block_median_ratio_1.2390_gt_1.1000;drift_-0.0822_gt_0.0300;severe_drift_-0.0822_gt_0.0800
mvfstperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.1586_gt_1.1000;persistent_block_median_ratio_recent_1.1397_gt_1.1000
mvfstperf	close_reset_cleanup	iouring	not_ready	streams_per_second	1	1	2	6628.854532		6628.854532	6519.971385	6704.932757	0.027902	7053.551904	7165.261298	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1614_gt_1.1000;persistent_block_median_ratio_recent_1.1576_gt_1.1000;t1:missing_confirm_stats;t2:block_median_ratio_1.1614_gt_1.1000;persistent_block_median_ratio_recent_1.1576_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1614_gt_1.1000;persistent_block_median_ratio_recent_1.1576_gt_1.1000
mvfstperf	close_reset_cleanup	syscall	not_ready	streams_per_second	3	3	4	8844.575006		8844.575006	8789.307736	8924.709292	0.015309	9215.152238	9812.564874	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1678_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:block_median_ratio_1.1678_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1678_gt_1.1000
mvfstperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0944_gt_0.0500;p80_p20_1.1725_gt_1.1500;block_median_ratio_1.2041_gt_1.1000;drift_-0.0619_gt_0.0300;persistent_drift_-0.0619_gt_0.0300
mvfstperf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0587_gt_0.0500;p80_p20_1.1693_gt_1.1500;block_median_ratio_1.1546_gt_1.1000;persistent_block_median_ratio_recent_1.1114_gt_1.1000;persistent_p80_p20_recent_1.1742_gt_1.1500
mvfstperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
mvfstperf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
mvfstperf	download	iouring	ready	throughput_gbps	2	2	4	4.537576	4.506526	4.524041	4.506526	4.554593	0.010625	4.616832	4.733017	insufficient_order_stat_support	1.000000	1.000000	ok	-
mvfstperf	download	syscall	ready	throughput_gbps	2	2	4	5.011615	4.990054	4.999608	4.980563	5.045169	0.012922	5.109425	5.213074	insufficient_order_stat_support	1.000000	1.000000	ok	-
mvfstperf	flow_control	iouring	not_ready	throughput_gbps	1	1	2	3.023152		3.023152	2.992486	3.075444	0.027441	3.316180	3.533079	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0660_gt_0.0500;block_median_ratio_1.1083_gt_1.1000;drift_0.0970_gt_0.0300;severe_drift_0.0970_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.0660_gt_0.0500;block_median_ratio_1.1083_gt_1.1000;drift_0.0970_gt_0.0300;severe_drift_0.0970_gt_0.0800;missing_confirm_stats;p50_ci_width_0.0660_gt_0.0500;block_median_ratio_1.1083_gt_1.1000;drift_0.0970_gt_0.0300;severe_drift_0.0970_gt_0.0800
mvfstperf	flow_control	syscall	not_ready	throughput_gbps	1	1	2	3.447744		3.447744	3.440846	3.517995	0.022377	3.939281	4.136218	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0917_gt_0.0500;block_median_ratio_1.1799_gt_1.1000;persistent_block_median_ratio_recent_1.1681_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.0917_gt_0.0500;block_median_ratio_1.1799_gt_1.1000;persistent_block_median_ratio_recent_1.1681_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0917_gt_0.0500;block_median_ratio_1.1799_gt_1.1000;persistent_block_median_ratio_recent_1.1681_gt_1.1000
mvfstperf	loss_recovery	iouring	not_ready	throughput_gbps	5	5	6	3.803908		3.803908	3.781605	3.915861	0.035294	4.209745	4.350373	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t6:block_median_ratio_1.1194_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:missing_confirm_stats;t5:missing_confirm_stats;t6:block_median_ratio_1.1194_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1194_gt_1.1000
mvfstperf	loss_recovery	syscall	not_ready	throughput_gbps	3	3	4	4.196781		4.196781	4.125102	4.245420	0.028669	4.396276	4.715884	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:p50_ci_width_0.1298_gt_0.0800;block_median_ratio_1.1670_gt_1.1000;drift_-0.1103_gt_0.0300;severe_drift_-0.1103_gt_0.0800;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:p50_ci_width_0.1298_gt_0.0800;block_median_ratio_1.1670_gt_1.1000;drift_-0.1103_gt_0.0300;severe_drift_-0.1103_gt_0.0800;missing_confirm_stats;p50_ci_width_0.1298_gt_0.0800;block_median_ratio_1.1670_gt_1.1000;drift_-0.1103_gt_0.0300;severe_drift_-0.1103_gt_0.0800
mvfstperf	multistream_download	iouring	not_ready	throughput_gbps	3	3	4	3.851342		3.851342	3.803359	3.911399	0.028053	4.319126	4.421192	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:p50_ci_width_0.0356_gt_0.0300;drift_0.0328_gt_0.0300;persistent_drift_0.0328_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:p50_ci_width_0.0356_gt_0.0300;drift_0.0328_gt_0.0300;persistent_drift_0.0328_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0356_gt_0.0300;drift_0.0328_gt_0.0300;persistent_drift_0.0328_gt_0.0300
mvfstperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0370_gt_0.0300;block_median_ratio_1.1235_gt_1.1000;persistent_block_median_ratio_recent_1.1084_gt_1.1000
mvfstperf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0881_gt_0.0300;block_median_ratio_1.1505_gt_1.1000;drift_0.0642_gt_0.0300;persistent_block_median_ratio_recent_1.1505_gt_1.1000;persistent_drift_0.0642_gt_0.0300
mvfstperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0521_gt_0.0300;block_median_ratio_1.1449_gt_1.1000;persistent_block_median_ratio_recent_1.1449_gt_1.1000
mvfstperf	reqresp	iouring	not_ready	requests_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.2123_gt_1.1000;persistent_block_median_ratio_recent_1.1150_gt_1.1000
mvfstperf	reqresp	syscall	not_ready	requests_per_second	3	3	4	8859.211388		8859.211388	8714.055900	8989.548860	0.031097	9123.451936	9265.332572	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1235_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:block_median_ratio_1.1235_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1235_gt_1.1000
mvfstperf	small_payload_pps	iouring	not_ready	messages_per_second	3	3	4	8591.893195		8591.893195	8422.486671	8817.337977	0.045956	9437.526118	9674.943949	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1792_gt_1.1000;persistent_block_median_ratio_recent_1.1073_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:block_median_ratio_1.1792_gt_1.1000;persistent_block_median_ratio_recent_1.1073_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1792_gt_1.1000;persistent_block_median_ratio_recent_1.1073_gt_1.1000
mvfstperf	small_payload_pps	syscall	not_ready	messages_per_second	2	2	3	7275.219064		7275.219064	7259.966000	7298.136736	0.005247	7336.660279	7422.086254	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1667_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1667_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1667_gt_1.1000
mvfstperf	stream_churn	iouring	not_ready	streams_per_second	1	1	2	6620.259129		6620.259129	6529.823935	6698.033742	0.025408	6991.040921	7210.146870	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1305_gt_1.1000;persistent_block_median_ratio_recent_1.1040_gt_1.1000;t1:missing_confirm_stats;t2:block_median_ratio_1.1305_gt_1.1000;persistent_block_median_ratio_recent_1.1040_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1305_gt_1.1000;persistent_block_median_ratio_recent_1.1040_gt_1.1000
mvfstperf	stream_churn	syscall	not_ready	streams_per_second	2	2	3	7185.567850		7185.567850	7132.062696	7347.818022	0.030026	7417.990967	7610.387168	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0991_gt_0.0500;block_median_ratio_1.1399_gt_1.1000;persistent_block_median_ratio_recent_1.1399_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0991_gt_0.0500;block_median_ratio_1.1399_gt_1.1000;persistent_block_median_ratio_recent_1.1399_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0991_gt_0.0500;block_median_ratio_1.1399_gt_1.1000;persistent_block_median_ratio_recent_1.1399_gt_1.1000
mvfstperf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.1109_gt_1.1000
mvfstperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0554_gt_0.0300;drift_-0.0575_gt_0.0300;persistent_drift_-0.0575_gt_0.0300
neqoperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0393_gt_0.0300;p80_p20_1.1960_gt_1.1500;block_median_ratio_1.1753_gt_1.1000;persistent_p80_p20_recent_1.2333_gt_1.1500
neqoperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.2361_gt_0.0300;p80_p20_1.3523_gt_1.1500;block_median_ratio_1.3270_gt_1.1000;drift_-0.0535_gt_0.0300;severe_block_median_ratio_1.3270_gt_1.2500
neqoperf	close_reset_cleanup	iouring	not_ready	streams_per_second	1	1	2	18278.432993		18278.432993	18022.675293	18462.014661	0.024036	19210.003230	19854.792299	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p80_p20_1.9122_gt_1.1500;block_median_ratio_1.1055_gt_1.1000;drift_0.0644_gt_0.0300;severe_p80_p20_1.9122_gt_1.5000;t1:missing_confirm_stats;t2:p80_p20_1.9122_gt_1.1500;block_median_ratio_1.1055_gt_1.1000;drift_0.0644_gt_0.0300;severe_p80_p20_1.9122_gt_1.5000;missing_confirm_stats;p80_p20_1.9122_gt_1.1500;block_median_ratio_1.1055_gt_1.1000;drift_0.0644_gt_0.0300;severe_p80_p20_1.9122_gt_1.5000
neqoperf	close_reset_cleanup	syscall	not_ready	streams_per_second	1	1	2	20712.167155		20712.167155	20602.326312	20782.599639	0.008704	21464.060662	22275.488779	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p80_p20_1.9616_gt_1.1500;outliers_7;severe_p80_p20_1.9616_gt_1.5000;severe_outlier_blocks_5_gte_2;t1:missing_confirm_stats;t2:p80_p20_1.9616_gt_1.1500;outliers_7;severe_p80_p20_1.9616_gt_1.5000;severe_outlier_blocks_5_gte_2;missing_confirm_stats;p80_p20_1.9616_gt_1.1500;outliers_7;severe_p80_p20_1.9616_gt_1.5000;severe_outlier_blocks_5_gte_2
neqoperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1096_gt_0.0500;p80_p20_1.2710_gt_1.1500;block_median_ratio_1.1409_gt_1.1000;drift_0.1046_gt_0.0300;severe_drift_0.1046_gt_0.0800
neqoperf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0918_gt_0.0500;p80_p20_1.2398_gt_1.1500;block_median_ratio_1.1563_gt_1.1000;drift_-0.0448_gt_0.0300;persistent_block_median_ratio_recent_1.1315_gt_1.1000;persistent_p80_p20_recent_1.1912_gt_1.1500;persistent_drift_-0.0448_gt_0.0300
neqoperf	datagram	iouring	not_ready	messages_per_second	1	1	3	96784.519657	102042.030580	97343.002207	96569.322851	99287.522218	0.027924	108484.371462	111881.161772	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_p50_ci_width_0.1234_gt_0.0750;combined_not_ready_nonstationary;block_median_ratio_1.1613_gt_1.1000;t3:confirm_median_delta_0.0828_gt_0.0750;combined_not_ready_nonstationary;p50_ci_width_0.0758_gt_0.0500;block_median_ratio_1.1034_gt_1.1000
neqoperf	datagram	syscall	not_ready	messages_per_second	1	1	3	110977.525152	113069.653613	110977.525152	110529.571226	112607.022199	0.018720	125394.420209	134133.492614	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_p50_ci_width_0.1436_gt_0.0750;confirm_p80_p20_1.1657_gt_1.1500;combined_not_ready_nonstationary;block_median_ratio_1.1511_gt_1.1000
neqoperf	download	iouring	ready	throughput_gbps	1	1	3	3.138710	3.163171	3.146909	3.089624	3.166270	0.024356	3.208283	3.491293	insufficient_order_stat_support	1.000000	1.000000	ok	-
neqoperf	download	syscall	not_ready	throughput_gbps	1	1	3	3.271903	3.428087	3.293763	3.245162	3.357153	0.034001	3.475050	3.766541	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_median_delta_0.0477_gt_0.0450;combined_not_ready_high_variance;p50_ci_width_0.0340_gt_0.0300;drift_-0.0458_gt_0.0300;persistent_drift_-0.0458_gt_0.0300
neqoperf	flow_control	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1356_gt_0.0500;p80_p20_1.2070_gt_1.1500;block_median_ratio_1.1817_gt_1.1000;drift_-0.0396_gt_0.0300;persistent_block_median_ratio_recent_1.1605_gt_1.1000;persistent_p80_p20_recent_1.2156_gt_1.1500;persistent_drift_-0.0396_gt_0.0300
neqoperf	flow_control	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0816_gt_0.0500;p80_p20_1.2121_gt_1.1500;block_median_ratio_1.2327_gt_1.1000;drift_0.0880_gt_0.0300;severe_drift_0.0880_gt_0.0800
neqoperf	loss_recovery	iouring	not_ready	throughput_gbps	1	1	3	3.944249	3.957439	3.944249	3.821357	4.016186	0.049396	4.148128	4.326967	insufficient_order_stat_support	1.000000	1.000000	ok	t1:combined_not_ready_nonstationary;block_median_ratio_1.1166_gt_1.1000;drift_0.0455_gt_0.0300
neqoperf	loss_recovery	syscall	not_ready	throughput_gbps	1	1	2	3.800555		3.800555	3.743715	3.898065	0.040612	4.210487	4.405447	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1883_gt_1.1000;drift_0.0358_gt_0.0300;persistent_block_median_ratio_recent_1.1590_gt_1.1000;persistent_drift_0.0358_gt_0.0300;t1:missing_confirm_stats;t2:block_median_ratio_1.1883_gt_1.1000;drift_0.0358_gt_0.0300;persistent_block_median_ratio_recent_1.1590_gt_1.1000;persistent_drift_0.0358_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1883_gt_1.1000;drift_0.0358_gt_0.0300;persistent_block_median_ratio_recent_1.1590_gt_1.1000;persistent_drift_0.0358_gt_0.0300
neqoperf	multistream_download	iouring	not_ready	throughput_gbps	1	1	3	2.693163		2.693163	2.671976	2.716577	0.016561	2.751965	2.786611	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_1_lt_2;t3:block_median_ratio_1.1556_gt_1.1000;t1:missing_confirm_stats;t3:block_median_ratio_1.1556_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1556_gt_1.1000
neqoperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.3338_gt_0.0300;p80_p20_1.5407_gt_1.1500;block_median_ratio_1.5178_gt_1.1000;severe_block_median_ratio_1.5178_gt_1.2500;severe_p80_p20_1.5407_gt_1.5000
